"clientId,""timeStamp"",""humidity"",""temperature"""
"Raspberry_Device_1,""1757328827"",""37"",""23"""
"Raspberry_Device_1,""1757328900"",""36.92"",""23"""
"Raspberry_Device_1,""1757329763"",""37"",""23"""
"Raspberry_Device_1,""1757329836"",""37"",""23"""
"Raspberry_Device_1,""1757335382"",""37"",""23"""
"Raspberry_Device_1,""1757335451"",""37.33"",""23"""
"Raspberry_Device_1,""1757335535"",""38"",""23"""
"Raspberry_Device_1,""1757335619"",""38"",""23"""
"Raspberry_Device_1,""1757335703"",""38"",""23"""
"Raspberry_Device_1,""1757335787"",""38"",""23"""
"Raspberry_Device_1,""1757338006"",""35"",""23"""
"Raspberry_Device_1,""1757338090"",""35"",""23"""
"Raspberry_Device_1,""1757338153"",""34.5"",""23"""
"Raspberry_Device_1,""1757338915"",""35"",""23"""
"Raspberry_Device_1,""1757345976"",""38"",""23"""
"Raspberry_Device_1,""1757346044"",""38"",""23"""
"Raspberry_Device_1,""1757346128"",""38"",""23"""
"Raspberry_Device_1,""1757346233"",""38"",""23"""
"Raspberry_Device_1,""1757346307"",""38"",""23"""
"Raspberry_Device_1,""1757346391"",""38"",""23"""
"Raspberry_Device_1,""1757346480"",""38"",""23"""
"Raspberry_Device_1,""1757346564"",""38"",""23"""
"Raspberry_Device_1,""1757346627"",""38"",""23"""
"Raspberry_Device_1,""1757346706"",""38"",""23"""
"Raspberry_Device_1,""1757353767"",""38"",""23"""
"Raspberry_Device_1,""1757353835"",""38"",""23"""
"Raspberry_Device_1,""1757353924"",""38"",""23"""
"Raspberry_Device_1,""1757354008"",""38"",""23"""
"Raspberry_Device_1,""1757354077"",""38"",""23"""
"Raspberry_Device_1,""1757354161"",""38"",""23"""
"Raspberry_Device_1,""1757354240"",""38"",""23"""
"Raspberry_Device_1,""1757354324"",""38"",""23"""
"Raspberry_Device_1,""1757354392"",""38"",""23"""
"Raspberry_Device_1,""1757354460"",""38"",""23"""
"Raspberry_Device_1,""1757354539"",""38"",""23"""
"Raspberry_Device_1,""1757354613"",""38"",""23"""
"Raspberry_Device_1,""1757354681"",""38"",""23"""
"Raspberry_Device_1,""1757354760"",""38"",""23"""
"Raspberry_Device_1,""1757329668"",""37"",""22.99"""
"Raspberry_Device_1,""1757354839"",""38"",""22.99"""
"Raspberry_Device_1,""1757329989"",""37"",""22.97"""
"Raspberry_Device_1,""1757329910"",""36.25"",""22.92"""
"Raspberry_Device_1,""1757338232"",""34"",""22.92"""
"Raspberry_Device_1,""1757325588"",""38"",""22.91"""
"Raspberry_Device_1,""1757314580"",""48"",""22.89"""
"Raspberry_Device_1,""1757335319"",""37"",""22.87"""
"Raspberry_Device_1,""1757338815"",""35"",""22.87"""
"Raspberry_Device_1,""1757324301"",""37"",""22.83"""
"Raspberry_Device_1,""1757326940"",""38"",""22.81"""
"Raspberry_Device_1,""1757328979"",""36.92"",""22.78"""
"Raspberry_Device_1,""1757330073"",""36.92"",""22.78"""
"Raspberry_Device_1,""1757327202"",""37"",""22.77"""
"Raspberry_Device_1,""1757327376"",""37.33"",""22.76"""
"Raspberry_Device_1,""1757325178"",""38"",""22.7"""
"Raspberry_Device_1,""1757354907"",""38"",""22.69"""
"Raspberry_Device_1,""1757314496"",""48"",""22.64"""
"Raspberry_Device_1,""1757325751"",""38"",""22.64"""
"Raspberry_Device_1,""1757355543"",""42.67"",""22.64"""
"Raspberry_Device_1,""1757335235"",""37"",""22.62"""
"Raspberry_Device_1,""1757355475"",""40.83"",""22.62"""
"Raspberry_Device_1,""1757355622"",""41.25"",""22.62"""
"Raspberry_Device_1,""1757282611"",""53"",""22.6"""
"Raspberry_Device_1,""1757282685"",""53"",""22.6"""
"Raspberry_Device_1,""1757282764"",""53"",""22.6"""
"Raspberry_Device_1,""1757282843"",""53"",""22.6"""
"Raspberry_Device_1,""1757282927"",""53"",""22.6"""
"Raspberry_Device_1,""1757283016"",""53"",""22.6"""
"Raspberry_Device_1,""1757283090"",""53"",""22.6"""
"Raspberry_Device_1,""1757283158"",""53"",""22.6"""
"Raspberry_Device_1,""1757283237"",""53"",""22.6"""
"Raspberry_Device_1,""1757283305"",""53"",""22.6"""
"Raspberry_Device_1,""1757283384"",""53"",""22.6"""
"Raspberry_Device_1,""1757283453"",""53"",""22.6"""
"Raspberry_Device_1,""1757283526"",""53"",""22.6"""
"Raspberry_Device_1,""1757283605"",""53"",""22.6"""
"Raspberry_Device_1,""1757283679"",""53"",""22.6"""
"Raspberry_Device_1,""1757283752"",""53"",""22.6"""
"Raspberry_Device_1,""1757283831"",""53"",""22.6"""
"Raspberry_Device_1,""1757283910"",""53"",""22.6"""
"Raspberry_Device_1,""1757283973"",""53"",""22.6"""
"Raspberry_Device_1,""1757284057"",""53"",""22.6"""
"Raspberry_Device_1,""1757284141"",""53"",""22.6"""
"Raspberry_Device_1,""1757284210"",""53"",""22.6"""
"Raspberry_Device_1,""1757284299"",""53"",""22.6"""
"Raspberry_Device_1,""1757284378"",""53"",""22.6"""
"Raspberry_Device_1,""1757284446"",""53"",""22.6"""
"Raspberry_Device_1,""1757284525"",""53"",""22.6"""
"Raspberry_Device_1,""1757284599"",""53"",""22.6"""
"Raspberry_Device_1,""1757284667"",""53"",""22.6"""
"Raspberry_Device_1,""1757284751"",""53"",""22.6"""
"Raspberry_Device_1,""1757284830"",""53"",""22.6"""
"Raspberry_Device_1,""1757284935"",""53"",""22.6"""
"Raspberry_Device_1,""1757285004"",""53"",""22.6"""
"Raspberry_Device_1,""1757285088"",""53"",""22.6"""
"Raspberry_Device_1,""1757285167"",""53"",""22.6"""
"Raspberry_Device_1,""1757285251"",""53"",""22.6"""
"Raspberry_Device_1,""1757285340"",""53"",""22.6"""
"Raspberry_Device_1,""1757285408"",""53"",""22.6"""
"Raspberry_Device_1,""1757285508"",""53"",""22.6"""
"Raspberry_Device_1,""1757285587"",""53"",""22.6"""
"Raspberry_Device_1,""1757285671"",""53"",""22.6"""
"Raspberry_Device_1,""1757285745"",""53"",""22.6"""
"Raspberry_Device_1,""1757285829"",""53"",""22.6"""
"Raspberry_Device_1,""1757285924"",""53"",""22.6"""
"Raspberry_Device_1,""1757286008"",""53"",""22.6"""
"Raspberry_Device_1,""1757286092"",""53"",""22.6"""
"Raspberry_Device_1,""1757286165"",""53"",""22.6"""
"Raspberry_Device_1,""1757286239"",""53"",""22.6"""
"Raspberry_Device_1,""1757286313"",""53"",""22.6"""
"Raspberry_Device_1,""1757286386"",""53"",""22.6"""
"Raspberry_Device_1,""1757286470"",""53"",""22.6"""
"Raspberry_Device_1,""1757286544"",""53"",""22.6"""
"Raspberry_Device_1,""1757286612"",""53"",""22.6"""
